post_id,source,content,clean_text,sentiment_label,sentiment_id,confidence,post_type,author,author_id,created_at,reaction_count,view_count,comment_count,parent_post_id,title,tags
7202dff9cee6,voz,Giá bán dự kiến 20 triệu thì cũng ngang với giá niêm yết của thế hệ trước.,giá bán dự_kiến 20 triệu thì cũng ngang giá niêm_yết thế_hệ trước,Neutral,1,0.9823698997497559,comment,Apple_Hater,292,1736078220,0,,,49,,
5518e60ae1fb,voz,Nghe văn của mấy anh seeder là biết rồi. Tầm tiền này thì con này tuổi tôm.,nghe văn mấy anh người bình_luận ảo biết rồi tầm tiền thì con tuổi tôm,Negative,0,0.8906089067459106,comment,Dev_Cui_Bap,293,1736077440,0,,,49,,
e71cb2af698c,voz,Nghe văn của mấy anh seeder là biết rồi. Tầm tiền này thì con này tuổi tôm.,nghe văn mấy anh người bình_luận ảo biết rồi tầm tiền thì con tuổi tôm,Negative,0,0.8906089067459106,comment,Pede_Chua,251,1737716040,0,,,50,,
f4e93f59884f,voz,"Lại bài cũ rích, mua đi rồi khóc. Nóng như cái lò gạch chứ ở đó mà mát.",lại bài cũ_rích mua đi rồi khóc nóng_như cái lò gạch chứ ở đó mà mát,Negative,0,0.9856573939323425,comment,Pede_Chua,222,1737718140,0,,,50,,
1,voz,"AI dạo này code ghê quá, sinh viên IT mới ra trường liệu có chết đói?",ai dạo code ghê quá sinh_viên it mới ra trường liệu rất đói,Negative,0,0.9910246133804321,post,Khang_Voz,128,1736262000,,17994,422,,"AI dạo này code ghê quá, sinh viên IT mới ra trường liệu có chết đói?","Điện thoại di động,Android"
2,voz,Bỏ gần 30 củ mua iPhone mới thấy hối hận quá các thím ạ.,bỏ gần 30 triệu mua iphone mới thấy hối_hận quá các thím ạ,Negative,0,0.830118715763092,post,Lang_Khach,176,1737813600,,14532,318,,Bỏ gần 30 củ mua iPhone mới thấy hối hận quá các thím ạ.,"Điện thoại di động,Android"
3,voz,"AI dạo này code ghê quá, sinh viên IT mới ra trường liệu có chết đói?",ai dạo code ghê quá sinh_viên it mới ra trường liệu rất đói,Negative,0,0.9910246133804321,post,Gian_Thuong_123,141,1737568800,,17016,68,,"AI dạo này code ghê quá, sinh viên IT mới ra trường liệu có chết đói?","Trí tuệ nhân tạo,Công cụ hỗ trợ"
4,voz,"AI dạo này code ghê quá, sinh viên IT mới ra trường liệu có chết đói?",ai dạo code ghê quá sinh_viên it mới ra trường liệu rất đói,Negative,0,0.9910246133804321,post,Sam_Fan_Goc,199,1738152000,,19397,385,,"AI dạo này code ghê quá, sinh viên IT mới ra trường liệu có chết đói?","Máy tính để bàn,Tư vấn cấu hình"
5,voz,Góc nhờ vả: Tư vấn cấu hình 20 củ quay đầu để code và chơi game AAA.,góc nhờ_vả tư_vấn cấu_hình 20 triệu quay đầu để code chơi game aaa,Negative,0,0.7850999236106873,post,Gamer_Ngheo,186,1738328400,,13835,384,,Góc nhờ vả: Tư vấn cấu hình 20 củ quay đầu để code và chơi game AAA.,"Máy tính để bàn,Tư vấn cấu hình"
6,voz,"Intel gen 14 lại dính phốt nhiệt độ, anh em xài rồi cho xin ý kiến thực tế.",intel gen 14 lại dính bê_bối nhiệt_độ anh_em xài rồi xin ý_kiến thực_tế,Negative,0,0.9913801550865173,post,Thanh_Nien_Nghiem_Tuc,192,1737712800,,15908,141,,"Intel gen 14 lại dính phốt nhiệt độ, anh em xài rồi cho xin ý kiến thực tế.","Máy tính để bàn,Tư vấn cấu hình"
7,voz,Bỏ gần 30 củ mua iPhone mới thấy hối hận quá các thím ạ.,bỏ gần 30 triệu mua iphone mới thấy hối_hận quá các thím ạ,Negative,0,0.830118715763092,post,Lang_Khach,170,1737478800,,14377,342,,Bỏ gần 30 củ mua iPhone mới thấy hối hận quá các thím ạ.,"Máy tính để bàn,Tư vấn cấu hình"
8,voz,Thảo luận: Có nên mua card đồ họa trâu cày thời điểm này không?,thảo_luận nên mua card đồ họa trâu cày thời_điểm không,Negative,0,0.981056272983551,post,Gian_Thuong_123,129,1737460800,,1351,479,,Thảo luận: Có nên mua card đồ họa trâu cày thời điểm này không?,"Điện thoại di động,Review"
9,voz,"Review chi tiết con phím cơ Tàu giá rẻ, có thực sự ngon bổ rẻ như lời đồn?",đánh_giá chi_tiết con bàn_phím cơ tàu giá rẻ thực_sự ngon_bổ rẻ như lời đồn,Positive,2,0.682298481464386,post,Pede_Chua,175,1736618400,,17697,445,,"Review chi tiết con phím cơ Tàu giá rẻ, có thực sự ngon bổ rẻ như lời đồn?","Điện thoại di động,Android"
10,voz,"Android 15 cập nhật xong máy nóng ran, pin tụt như tụt quần, cứu em với!",android 15 cập_nhật xong máy nóng ran ghim bài viết tụt như tụt quần_cứu em,Negative,0,0.9863166213035583,post,Pede_Chua,196,1738346400,,1792,481,,"Android 15 cập nhật xong máy nóng ran, pin tụt như tụt quần, cứu em với!","Máy tính để bàn,Phần cứng"
11,voz,"AI dạo này code ghê quá, sinh viên IT mới ra trường liệu có chết đói?",ai dạo code ghê quá sinh_viên it mới ra trường liệu rất đói,Negative,0,0.9910246133804321,post,Sam_Fan_Goc,198,1737795600,,6780,333,,"AI dạo này code ghê quá, sinh viên IT mới ra trường liệu có chết đói?","Máy tính để bàn,Tư vấn cấu hình"
12,voz,"Android 15 cập nhật xong máy nóng ran, pin tụt như tụt quần, cứu em với!",android 15 cập_nhật xong máy nóng ran ghim bài viết tụt như tụt quần_cứu em,Negative,0,0.9863166213035583,post,Dev_Cui_Bap,146,1737025200,,19890,373,,"Android 15 cập nhật xong máy nóng ran, pin tụt như tụt quần, cứu em với!","Máy tính để bàn,Phần cứng"
13,voz,"AI dạo này code ghê quá, sinh viên IT mới ra trường liệu có chết đói?",ai dạo code ghê quá sinh_viên it mới ra trường liệu rất đói,Negative,0,0.9910246133804321,post,Khang_Voz,199,1737140400,,17950,350,,"AI dạo này code ghê quá, sinh viên IT mới ra trường liệu có chết đói?","Điện thoại di động,Android"
14,voz,"Intel gen 14 lại dính phốt nhiệt độ, anh em xài rồi cho xin ý kiến thực tế.",intel gen 14 lại dính bê_bối nhiệt_độ anh_em xài rồi xin ý_kiến thực_tế,Negative,0,0.9913801550865173,post,Lang_Khach,182,1737118800,,17732,438,,"Intel gen 14 lại dính phốt nhiệt độ, anh em xài rồi cho xin ý kiến thực tế.","Trí tuệ nhân tạo,Chatbot"
15,voz,"Review chi tiết con phím cơ Tàu giá rẻ, có thực sự ngon bổ rẻ như lời đồn?",đánh_giá chi_tiết con bàn_phím cơ tàu giá rẻ thực_sự ngon_bổ rẻ như lời đồn,Positive,2,0.682298481464386,post,Gian_Thuong_123,193,1737741600,,8608,449,,"Review chi tiết con phím cơ Tàu giá rẻ, có thực sự ngon bổ rẻ như lời đồn?","Điện thoại di động,iOS"
16,voz,"Review chi tiết con phím cơ Tàu giá rẻ, có thực sự ngon bổ rẻ như lời đồn?",đánh_giá chi_tiết con bàn_phím cơ tàu giá rẻ thực_sự ngon_bổ rẻ như lời đồn,Positive,2,0.682298481464386,post,Gamer_Ngheo,161,1735758000,,11356,42,,"Review chi tiết con phím cơ Tàu giá rẻ, có thực sự ngon bổ rẻ như lời đồn?","Trí tuệ nhân tạo,Công cụ hỗ trợ"
17,voz,"Review chi tiết con phím cơ Tàu giá rẻ, có thực sự ngon bổ rẻ như lời đồn?",đánh_giá chi_tiết con bàn_phím cơ tàu giá rẻ thực_sự ngon_bổ rẻ như lời đồn,Positive,2,0.682298481464386,post,Khang_Voz,139,1736067600,,10245,84,,"Review chi tiết con phím cơ Tàu giá rẻ, có thực sự ngon bổ rẻ như lời đồn?","Máy tính để bàn,Tư vấn cấu hình"
18,voz,Bỏ gần 30 củ mua iPhone mới thấy hối hận quá các thím ạ.,bỏ gần 30 triệu mua iphone mới thấy hối_hận quá các thím ạ,Negative,0,0.830118715763092,post,Apple_Hater,113,1737820800,,1676,153,,Bỏ gần 30 củ mua iPhone mới thấy hối hận quá các thím ạ.,"Máy tính để bàn,Tư vấn cấu hình"
19,voz,"Intel gen 14 lại dính phốt nhiệt độ, anh em xài rồi cho xin ý kiến thực tế.",intel gen 14 lại dính bê_bối nhiệt_độ anh_em xài rồi xin ý_kiến thực_tế,Negative,0,0.9913801550865173,post,Apple_Hater,179,1735848000,,19503,416,,"Intel gen 14 lại dính phốt nhiệt độ, anh em xài rồi cho xin ý kiến thực tế.","Máy tính để bàn,Phần cứng"
20,voz,"AI dạo này code ghê quá, sinh viên IT mới ra trường liệu có chết đói?",ai dạo code ghê quá sinh_viên it mới ra trường liệu rất đói,Negative,0,0.9910246133804321,post,Apple_Hater,198,1738094400,,14529,143,,"AI dạo này code ghê quá, sinh viên IT mới ra trường liệu có chết đói?","Máy tính để bàn,Phần cứng"
21,voz,Thảo luận: Có nên mua card đồ họa trâu cày thời điểm này không?,thảo_luận nên mua card đồ họa trâu cày thời_điểm không,Negative,0,0.981056272983551,post,Sam_Fan_Goc,149,1737964800,,12641,424,,Thảo luận: Có nên mua card đồ họa trâu cày thời điểm này không?,"Máy tính để bàn,Phần cứng"
22,voz,"Android 15 cập nhật xong máy nóng ran, pin tụt như tụt quần, cứu em với!",android 15 cập_nhật xong máy nóng ran ghim bài viết tụt như tụt quần_cứu em,Negative,0,0.9863166213035583,post,Dev_Cui_Bap,136,1735754400,,19278,366,,"Android 15 cập nhật xong máy nóng ran, pin tụt như tụt quần, cứu em với!","Điện thoại di động,iOS"
23,voz,Góc nhờ vả: Tư vấn cấu hình 20 củ quay đầu để code và chơi game AAA.,góc nhờ_vả tư_vấn cấu_hình 20 triệu quay đầu để code chơi game aaa,Negative,0,0.7850999236106873,post,Khang_Voz,163,1735736400,,16087,205,,Góc nhờ vả: Tư vấn cấu hình 20 củ quay đầu để code và chơi game AAA.,"Điện thoại di động,Android"
24,voz,"Intel gen 14 lại dính phốt nhiệt độ, anh em xài rồi cho xin ý kiến thực tế.",intel gen 14 lại dính bê_bối nhiệt_độ anh_em xài rồi xin ý_kiến thực_tế,Negative,0,0.9913801550865173,post,Gian_Thuong_123,148,1737972000,,17311,71,,"Intel gen 14 lại dính phốt nhiệt độ, anh em xài rồi cho xin ý kiến thực tế.","Trí tuệ nhân tạo,Chatbot"
25,voz,"Android 15 cập nhật xong máy nóng ran, pin tụt như tụt quần, cứu em với!",android 15 cập_nhật xong máy nóng ran ghim bài viết tụt như tụt quần_cứu em,Negative,0,0.9863166213035583,post,Dev_Cui_Bap,115,1737126000,,18736,408,,"Android 15 cập nhật xong máy nóng ran, pin tụt như tụt quần, cứu em với!","Máy tính để bàn,Phần cứng"
26,voz,Góc nhờ vả: Tư vấn cấu hình 20 củ quay đầu để code và chơi game AAA.,góc nhờ_vả tư_vấn cấu_hình 20 triệu quay đầu để code chơi game aaa,Negative,0,0.7850999236106873,post,Apple_Hater,136,1736172000,,16410,489,,Góc nhờ vả: Tư vấn cấu hình 20 củ quay đầu để code và chơi game AAA.,"Trí tuệ nhân tạo,Công cụ hỗ trợ"
27,voz,Bỏ gần 30 củ mua iPhone mới thấy hối hận quá các thím ạ.,bỏ gần 30 triệu mua iphone mới thấy hối_hận quá các thím ạ,Negative,0,0.830118715763092,post,Coin_Thu_Gia,199,1736362800,,6586,155,,Bỏ gần 30 củ mua iPhone mới thấy hối hận quá các thím ạ.,"Trí tuệ nhân tạo,Chatbot"
28,voz,Góc nhờ vả: Tư vấn cấu hình 20 củ quay đầu để code và chơi game AAA.,góc nhờ_vả tư_vấn cấu_hình 20 triệu quay đầu để code chơi game aaa,Negative,0,0.7850999236106873,post,Lang_Khach,189,1736841600,,8168,30,,Góc nhờ vả: Tư vấn cấu hình 20 củ quay đầu để code và chơi game AAA.,"Điện thoại di động,Android"
29,voz,Bỏ gần 30 củ mua iPhone mới thấy hối hận quá các thím ạ.,bỏ gần 30 triệu mua iphone mới thấy hối_hận quá các thím ạ,Negative,0,0.830118715763092,post,Apple_Hater,194,1736157600,,17562,186,,Bỏ gần 30 củ mua iPhone mới thấy hối hận quá các thím ạ.,"Điện thoại di động,Review"
30,voz,Bỏ gần 30 củ mua iPhone mới thấy hối hận quá các thím ạ.,bỏ gần 30 triệu mua iphone mới thấy hối_hận quá các thím ạ,Negative,0,0.830118715763092,post,Lang_Khach,102,1738137600,,11999,346,,Bỏ gần 30 củ mua iPhone mới thấy hối hận quá các thím ạ.,"Máy tính để bàn,Tư vấn cấu hình"
31,voz,"Intel gen 14 lại dính phốt nhiệt độ, anh em xài rồi cho xin ý kiến thực tế.",intel gen 14 lại dính bê_bối nhiệt_độ anh_em xài rồi xin ý_kiến thực_tế,Negative,0,0.9913801550865173,post,Khang_Voz,165,1735840800,,18121,242,,"Intel gen 14 lại dính phốt nhiệt độ, anh em xài rồi cho xin ý kiến thực tế.","Máy tính để bàn,Tư vấn cấu hình"
32,voz,Góc nhờ vả: Tư vấn cấu hình 20 củ quay đầu để code và chơi game AAA.,góc nhờ_vả tư_vấn cấu_hình 20 triệu quay đầu để code chơi game aaa,Negative,0,0.7850999236106873,post,Coin_Thu_Gia,166,1737453600,,10092,79,,Góc nhờ vả: Tư vấn cấu hình 20 củ quay đầu để code và chơi game AAA.,"Trí tuệ nhân tạo,Chatbot"
33,voz,Góc nhờ vả: Tư vấn cấu hình 20 củ quay đầu để code và chơi game AAA.,góc nhờ_vả tư_vấn cấu_hình 20 triệu quay đầu để code chơi game aaa,Negative,0,0.7850999236106873,post,Lang_Khach,111,1737399600,,4732,281,,Góc nhờ vả: Tư vấn cấu hình 20 củ quay đầu để code và chơi game AAA.,"Máy tính để bàn,Tư vấn cấu hình"
34,voz,Thảo luận: Có nên mua card đồ họa trâu cày thời điểm này không?,thảo_luận nên mua card đồ họa trâu cày thời_điểm không,Negative,0,0.981056272983551,post,Gamer_Ngheo,189,1735902000,,18174,474,,Thảo luận: Có nên mua card đồ họa trâu cày thời điểm này không?,"Trí tuệ nhân tạo,Công cụ hỗ trợ"
35,voz,Thảo luận: Có nên mua card đồ họa trâu cày thời điểm này không?,thảo_luận nên mua card đồ họa trâu cày thời_điểm không,Negative,0,0.981056272983551,post,Pede_Chua,183,1736262000,,3767,311,,Thảo luận: Có nên mua card đồ họa trâu cày thời điểm này không?,"Điện thoại di động,iOS"
36,voz,Bỏ gần 30 củ mua iPhone mới thấy hối hận quá các thím ạ.,bỏ gần 30 triệu mua iphone mới thấy hối_hận quá các thím ạ,Negative,0,0.830118715763092,post,Sam_Fan_Goc,187,1738051200,,3844,467,,Bỏ gần 30 củ mua iPhone mới thấy hối hận quá các thím ạ.,"Điện thoại di động,Review"
37,voz,Bỏ gần 30 củ mua iPhone mới thấy hối hận quá các thím ạ.,bỏ gần 30 triệu mua iphone mới thấy hối_hận quá các thím ạ,Negative,0,0.830118715763092,post,Pede_Chua,157,1736074800,,12886,111,,Bỏ gần 30 củ mua iPhone mới thấy hối hận quá các thím ạ.,"Điện thoại di động,iOS"
38,voz,"AI dạo này code ghê quá, sinh viên IT mới ra trường liệu có chết đói?",ai dạo code ghê quá sinh_viên it mới ra trường liệu rất đói,Negative,0,0.9910246133804321,post,Pede_Chua,161,1736427600,,17072,491,,"AI dạo này code ghê quá, sinh viên IT mới ra trường liệu có chết đói?","Điện thoại di động,Review"
39,voz,"Review chi tiết con phím cơ Tàu giá rẻ, có thực sự ngon bổ rẻ như lời đồn?",đánh_giá chi_tiết con bàn_phím cơ tàu giá rẻ thực_sự ngon_bổ rẻ như lời đồn,Positive,2,0.682298481464386,post,Khang_Voz,140,1737558000,,8608,22,,"Review chi tiết con phím cơ Tàu giá rẻ, có thực sự ngon bổ rẻ như lời đồn?","Trí tuệ nhân tạo,Chatbot"
40,voz,Bỏ gần 30 củ mua iPhone mới thấy hối hận quá các thím ạ.,bỏ gần 30 triệu mua iphone mới thấy hối_hận quá các thím ạ,Negative,0,0.830118715763092,post,Coin_Thu_Gia,141,1737817200,,18538,396,,Bỏ gần 30 củ mua iPhone mới thấy hối hận quá các thím ạ.,"Điện thoại di động,iOS"
41,voz,"AI dạo này code ghê quá, sinh viên IT mới ra trường liệu có chết đói?",ai dạo code ghê quá sinh_viên it mới ra trường liệu rất đói,Negative,0,0.9910246133804321,post,Apple_Hater,193,1737028800,,14066,428,,"AI dạo này code ghê quá, sinh viên IT mới ra trường liệu có chết đói?","Máy tính để bàn,Tư vấn cấu hình"
42,voz,Thảo luận: Có nên mua card đồ họa trâu cày thời điểm này không?,thảo_luận nên mua card đồ họa trâu cày thời_điểm không,Negative,0,0.981056272983551,post,Dev_Cui_Bap,130,1735891200,,16617,328,,Thảo luận: Có nên mua card đồ họa trâu cày thời điểm này không?,"Máy tính để bàn,Tư vấn cấu hình"
43,voz,Bỏ gần 30 củ mua iPhone mới thấy hối hận quá các thím ạ.,bỏ gần 30 triệu mua iphone mới thấy hối_hận quá các thím ạ,Negative,0,0.830118715763092,post,Pede_Chua,172,1738069200,,6800,282,,Bỏ gần 30 củ mua iPhone mới thấy hối hận quá các thím ạ.,"Trí tuệ nhân tạo,Chatbot"
44,voz,"Intel gen 14 lại dính phốt nhiệt độ, anh em xài rồi cho xin ý kiến thực tế.",intel gen 14 lại dính bê_bối nhiệt_độ anh_em xài rồi xin ý_kiến thực_tế,Negative,0,0.9913801550865173,post,Khang_Voz,157,1738170000,,8147,299,,"Intel gen 14 lại dính phốt nhiệt độ, anh em xài rồi cho xin ý kiến thực tế.","Máy tính để bàn,Tư vấn cấu hình"
45,voz,"Review chi tiết con phím cơ Tàu giá rẻ, có thực sự ngon bổ rẻ như lời đồn?",đánh_giá chi_tiết con bàn_phím cơ tàu giá rẻ thực_sự ngon_bổ rẻ như lời đồn,Positive,2,0.682298481464386,post,Lang_Khach,149,1736276400,,1647,487,,"Review chi tiết con phím cơ Tàu giá rẻ, có thực sự ngon bổ rẻ như lời đồn?","Điện thoại di động,iOS"
46,voz,"Review chi tiết con phím cơ Tàu giá rẻ, có thực sự ngon bổ rẻ như lời đồn?",đánh_giá chi_tiết con bàn_phím cơ tàu giá rẻ thực_sự ngon_bổ rẻ như lời đồn,Positive,2,0.682298481464386,post,Sam_Fan_Goc,154,1736424000,,17765,355,,"Review chi tiết con phím cơ Tàu giá rẻ, có thực sự ngon bổ rẻ như lời đồn?","Điện thoại di động,Android"
47,voz,"Review chi tiết con phím cơ Tàu giá rẻ, có thực sự ngon bổ rẻ như lời đồn?",đánh_giá chi_tiết con bàn_phím cơ tàu giá rẻ thực_sự ngon_bổ rẻ như lời đồn,Positive,2,0.682298481464386,post,Gian_Thuong_123,133,1736161200,,18810,485,,"Review chi tiết con phím cơ Tàu giá rẻ, có thực sự ngon bổ rẻ như lời đồn?","Trí tuệ nhân tạo,Công cụ hỗ trợ"
48,voz,"Intel gen 14 lại dính phốt nhiệt độ, anh em xài rồi cho xin ý kiến thực tế.",intel gen 14 lại dính bê_bối nhiệt_độ anh_em xài rồi xin ý_kiến thực_tế,Negative,0,0.9913801550865173,post,Gian_Thuong_123,131,1736787600,,8798,240,,"Intel gen 14 lại dính phốt nhiệt độ, anh em xài rồi cho xin ý kiến thực tế.","Trí tuệ nhân tạo,Chatbot"
49,voz,Góc nhờ vả: Tư vấn cấu hình 20 củ quay đầu để code và chơi game AAA.,góc nhờ_vả tư_vấn cấu_hình 20 triệu quay đầu để code chơi game aaa,Negative,0,0.7850999236106873,post,Lang_Khach,106,1736074800,,19562,466,,Góc nhờ vả: Tư vấn cấu hình 20 củ quay đầu để code và chơi game AAA.,"Trí tuệ nhân tạo,Chatbot"
50,voz,Thảo luận: Có nên mua card đồ họa trâu cày thời điểm này không?,thảo_luận nên mua card đồ họa trâu cày thời_điểm không,Negative,0,0.981056272983551,post,Gian_Thuong_123,108,1737712800,,16399,232,,Thảo luận: Có nên mua card đồ họa trâu cày thời điểm này không?,"Điện thoại di động,Android"
